ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MM,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2510.1,1264.65,2744.25,619.15,6884.6,281.65,570.25,358.1,305.2,,1550.75,1096.85,2324.95,460.45,641.1,2138.45,1390.55,212.2,280.3,1027.1,309.7,3141.85,305.05,156.7,1416.45,567.45,1616.45,639.75,2908.55,16170.1,132.2,271.95,195.25,984.85,2727.3,2471.35,416.45,1136.85,624.35,2482.65,476.8,3475.95,2891.8,440.7,444.8
2478.05,1255.0,2749.15,635.6,7190.8,275.2,562.75,355.65,303.15,,1578.05,1103.4,2274.95,462.85,647.0,2114.1,1472.3,212.4,280.1,1006.1,316.35,3078.8,303.5,155.6,1418.7,565.3,1602.9,640.6,2897.75,16571.75,133.0,271.55,193.05,995.65,2617.65,2428.45,416.2,1143.9,627.0,2505.75,493.85,3436.25,2834.9,450.3,436.8
2411.35,1190.35,2736.8,631.1,7126.5,273.5,539.65,346.6,298.7,,1500.1,1068.1,2242.85,451.9,616.8,2059.1,1494.75,205.3,280.1,951.35,327.55,3008.8,294.5,150.65,1400.25,574.1,1557.9,616.0,2880.75,17165.0,138.15,264.95,195.9,964.2,2528.65,2526.75,406.85,1054.4,602.65,2471.35,482.6,3271.0,2793.35,473.25,427.15
2406.5,1232.5,2766.5,622.2,7035.95,279.65,539.1,336.35,301.65,,1527.4,1058.65,2248.9,464.0,623.6,2042.15,1500.55,200.05,280.3,986.25,327.3,3007.3,293.05,156.3,1406.15,576.85,1527.65,595.2,2915.65,17165.2,137.95,262.1,198.45,966.25,2582.65,2551.15,417.55,1110.7,606.85,2458.15,489.6,3343.35,2755.4,462.25,433.05
2400.7,1218.55,2766.75,624.95,6979.85,285.0,553.45,343.1,299.65,,1546.0,1049.3,2255.15,464.5,629.2,2052.25,1465.2,201.35,282.0,970.85,327.05,2997.1,298.95,169.0,1400.15,586.6,1568.8,615.75,2910.0,17083.15,143.75,270.35,197.35,964.25,2630.45,2629.15,423.5,1082.75,607.15,2468.8,494.1,3327.85,2702.8,454.25,438.2
2532.8,1288.8,2757.8,622.1,7119.55,286.05,584.35,346.5,305.9,,1582.25,1033.3,2293.5,456.95,650.75,2139.0,1491.85,212.45,287.45,1026.2,320.8,3082.4,310.9,173.6,1407.25,585.75,1533.85,664.3,2906.95,16880.55,144.25,274.0,197.6,988.85,2705.35,2667.2,446.2,1141.85,634.45,2397.4,498.75,3402.3,2714.7,463.4,443.45
2537.95,1309.8,2788.3,601.7,7026.3,299.65,570.8,344.45,305.8,,1579.35,1034.45,2283.6,454.9,672.1,2193.15,1506.4,210.0,290.8,1019.55,314.4,3026.1,312.35,173.55,1395.05,568.2,1509.5,671.85,2917.1,17081.7,142.45,269.85,195.65,977.4,2682.5,2625.25,430.4,1176.5,624.4,2374.6,499.7,3452.85,2680.7,474.7,444.3
2508.25,1328.3,2764.2,581.15,7023.1,300.75,580.0,345.75,304.15,,1571.9,1043.45,2300.2,464.6,681.5,2218.25,1536.8,210.05,287.9,1016.35,318.7,3062.2,314.6,172.4,1402.25,581.1,1564.5,676.15,2971.8,17409.85,140.25,268.85,194.35,982.2,2704.65,2656.9,432.35,1175.75,618.2,2390.55,496.55,3445.4,2735.45,460.85,441.4
2505.2,1283.4,2735.7,583.7,7001.05,299.45,556.6,347.9,305.3,,1614.6,1079.75,2300.65,455.5,667.0,2173.15,1532.8,210.0,281.35,1010.15,310.85,3042.7,307.05,172.65,1400.7,569.25,1592.5,661.75,2962.6,17689.9,134.05,263.85,192.5,977.05,2624.15,2637.85,416.6,1127.95,602.75,2351.45,489.25,3398.9,2739.3,451.95,447.25
2500.1,1311.5,2759.2,571.9,7175.9,303.85,561.8,349.85,307.4,,1602.55,1096.9,2293.45,464.2,675.15,2206.5,1515.05,211.95,281.75,1020.6,314.95,3116.3,309.9,171.95,1391.3,565.65,1615.35,664.7,2950.35,17592.4,128.65,272.25,192.45,984.95,2642.25,2637.1,424.0,1162.15,616.0,2362.55,472.9,3459.7,2734.95,428.9,449.0
2501.0,1300.95,2839.35,578.35,7323.95,318.45,551.5,350.8,301.5,,1619.45,1140.35,2312.45,457.85,672.7,2206.05,1537.7,213.0,279.7,1035.25,316.3,3095.5,307.8,171.75,1401.35,568.95,1602.95,669.1,2967.2,17501.7,125.9,271.3,192.0,993.85,2627.35,2661.9,415.55,1163.3,612.95,2398.35,472.8,3492.95,2754.2,409.9,450.95
2500.05,1285.05,2817.8,566.1,7354.2,318.2,543.35,355.55,299.9,,1590.35,1147.65,2322.2,450.3,666.8,2208.4,1536.3,209.3,276.65,1014.55,325.25,3090.25,304.45,171.3,1383.2,577.1,1605.95,669.85,3042.7,17168.85,124.8,276.05,193.9,984.75,2589.75,2724.7,417.3,1165.0,596.55,2391.05,465.4,3473.75,2776.45,424.95,454.8
2529.65,1265.7,2908.4,569.9,7291.95,318.75,545.85,355.75,295.25,,1586.55,1159.3,2352.1,450.95,660.4,2186.35,1530.15,205.75,277.35,1006.9,324.5,3053.9,305.35,171.35,1386.0,585.05,1558.15,656.3,3082.4,16875.65,123.25,281.75,193.6,992.05,2565.15,2905.35,420.55,1162.6,581.3,2367.95,472.25,3452.5,2800.1,429.85,449.3
2528.15,1290.35,2852.2,580.2,7388.75,316.75,570.45,359.05,300.1,,1597.4,1180.1,2380.45,452.05,671.45,2214.75,1531.1,209.1,278.1,1019.1,322.45,3100.8,309.85,173.45,1426.5,572.3,1548.7,661.45,3066.2,17252.1,125.85,280.7,191.25,1018.35,2602.05,2894.45,425.55,1175.8,601.1,2345.55,497.3,3494.85,2778.45,437.25,456.25
2531.2,1282.95,2878.2,597.9,7280.25,317.7,570.7,360.35,297.65,,1540.25,1213.8,2381.5,454.45,663.1,2184.65,1524.0,204.2,274.75,996.6,326.8,3030.15,302.85,170.1,1444.6,580.45,1540.6,644.4,3061.8,17089.95,124.75,271.15,189.7,1037.25,2562.5,2895.9,427.65,1142.1,593.3,2353.35,496.1,3459.65,2803.0,434.7,442.4
2553.2,1318.6,2874.45,605.5,7150.5,320.5,576.55,359.9,296.0,,1570.6,1224.95,2436.2,460.4,659.85,2183.75,1516.4,203.15,271.35,1027.45,329.9,3030.9,310.7,171.2,1464.35,570.7,1550.25,660.0,3071.8,17095.65,120.95,271.8,186.3,1047.1,2643.95,2899.95,440.1,1166.5,599.55,2364.7,500.65,3541.4,2830.95,445.85,445.4
2579.2,1291.1,2773.15,616.4,7255.05,331.2,573.95,355.4,298.15,,1526.65,1241.85,2438.0,471.25,637.0,2181.5,1510.15,197.7,270.7,1011.85,328.2,2978.7,306.2,168.05,1463.3,575.85,1484.95,656.2,3057.25,16790.45,123.95,272.35,186.75,1030.85,2617.5,2915.75,435.3,1139.95,592.7,2361.9,501.2,3563.85,2801.05,475.85,443.45
2546.3,1269.2,2777.05,609.9,7188.65,324.2,558.85,352.75,293.05,,1493.75,1255.0,2435.05,476.85,620.3,2149.3,1473.5,196.8,269.0,1002.55,340.25,2941.1,303.5,167.95,1473.6,592.3,1495.3,631.1,3038.0,16625.7,124.8,270.15,185.85,993.0,2590.25,3039.95,434.7,1117.45,597.15,2365.2,503.6,3461.95,2864.15,468.65,439.9
2523.65,1279.35,2738.85,620.8,7693.65,325.0,563.85,350.65,287.75,,1510.1,1254.7,2434.95,480.0,626.45,2154.45,1434.25,190.7,266.15,1003.6,338.5,2922.3,300.85,167.9,1481.25,598.85,1462.45,641.1,3008.15,16870.6,127.75,269.95,187.8,990.3,2582.6,3104.05,444.5,1121.2,601.45,2350.75,514.25,3427.05,2848.6,490.65,433.9
2509.8,1295.9,2929.25,628.6,8297.75,324.25,565.7,349.35,291.6,,1533.5,1295.85,2451.95,476.3,637.8,2151.6,1441.4,191.85,267.7,1004.15,343.2,2943.05,298.95,170.05,1463.25,602.55,1430.05,654.1,3062.85,16779.0,128.0,271.5,185.6,999.65,2620.55,3094.45,450.6,1136.1,604.8,2328.4,500.75,3457.2,2859.35,497.15,434.4
2545.75,1315.4,2995.15,618.6,8240.7,325.45,572.3,350.8,303.95,,1556.85,1344.45,2460.1,477.95,640.2,2164.2,1450.35,196.35,269.65,1040.9,345.85,2993.35,302.15,171.95,1476.95,596.35,1446.25,646.1,2970.95,16633.8,127.5,272.65,187.1,1013.25,2642.65,3067.4,456.25,1136.9,610.4,2319.8,494.0,3461.3,2867.1,495.1,436.6
2502.85,1319.45,2958.15,626.45,8255.6,311.75,577.25,354.4,305.95,,1542.1,1344.3,2434.75,467.15,644.1,2192.8,1475.6,204.8,269.1,1053.1,347.6,3002.8,305.05,173.0,1508.75,600.5,1466.25,665.5,2938.65,16502.55,129.8,272.95,188.6,1010.3,2650.75,3074.3,455.1,1157.3,609.75,2329.0,495.35,3494.35,2864.65,478.9,439.65
2529.25,1364.95,2941.0,640.4,8464.6,317.25,592.4,360.1,307.6,,1548.15,1336.5,2479.1,485.2,663.7,2265.05,1491.25,206.65,271.3,1091.1,344.8,3163.05,311.05,177.45,1541.3,602.75,1490.1,673.45,2951.1,16309.25,127.0,275.9,190.2,1026.6,2710.85,2932.0,458.0,1183.85,615.45,2367.65,492.95,3512.6,2861.1,488.0,455.9
2527.4,1384.25,2970.3,636.4,8550.35,322.65,588.6,354.85,308.1,,1549.85,1326.2,2473.1,486.8,667.9,2296.75,1500.75,205.7,276.7,1100.8,343.25,3139.55,315.6,178.7,1556.95,596.55,1550.65,677.95,3006.2,,123.8,279.2,184.6,1025.7,2749.25,2927.35,442.75,1224.0,613.4,2384.55,490.65,3547.15,2783.9,506.55,461.9
2515.85,1422.15,2957.5,639.4,8513.0,321.5,612.45,366.0,314.0,,1598.4,1287.1,2440.15,491.7,683.05,2305.15,1544.6,207.9,277.7,1099.5,343.6,3173.35,324.05,179.25,1575.15,599.15,1554.85,686.35,2966.2,,118.65,283.85,186.1,1022.75,2767.9,2907.2,442.7,1239.45,612.9,2386.0,493.45,3589.85,2813.15,504.75,463.5
2536.2,1426.45,2941.8,631.75,8458.35,315.55,613.55,372.5,327.85,,1634.4,1256.65,2457.7,497.85,698.45,2341.5,1557.55,205.25,278.05,1109.1,341.55,3170.9,339.3,177.6,1636.05,607.15,1544.75,709.95,2972.85,,118.5,282.4,186.8,1032.5,2856.1,2904.7,444.85,1249.0,615.8,2378.45,493.4,3845.3,2783.4,489.1,472.85
2525.8,1403.85,2910.0,684.95,8446.45,307.8,611.85,372.1,321.65,,1639.05,1260.6,2456.9,484.75,701.2,2345.85,1589.45,209.15,287.1,1116.2,340.1,3241.3,332.85,182.1,1606.05,603.95,1533.7,700.35,2962.1,,121.55,291.3,184.6,1049.1,2765.3,2899.65,442.5,1248.35,622.25,2375.85,503.0,3811.45,2830.6,507.8,480.2
2520.55,1407.75,2897.9,707.35,8300.75,304.45,605.9,371.75,319.85,,1617.9,1267.8,2530.9,491.3,708.2,2333.75,1602.75,214.25,283.95,1102.9,337.05,3218.15,332.85,182.5,1628.2,602.8,1546.4,711.05,2936.85,,119.5,293.05,181.0,1036.4,2719.55,2904.25,445.3,1241.8,626.6,2408.4,497.05,3858.3,2863.3,515.25,476.05
2529.65,1432.1,2863.55,717.5,8220.0,312.05,598.2,365.8,316.15,,1629.15,1268.65,2584.4,497.3,705.55,2400.8,1617.9,215.9,279.65,1119.2,336.5,3283.15,327.95,184.85,1619.5,594.8,1554.0,744.0,2941.1,,122.85,297.9,182.35,1050.65,2763.3,2918.65,450.0,1254.2,631.15,2439.75,504.05,3859.1,2847.8,521.35,481.0
2566.8,1424.75,2892.3,721.25,8318.25,300.25,595.3,366.05,321.2,,1639.35,1274.75,2559.5,482.7,698.35,2395.75,1643.25,215.45,275.35,1111.25,336.3,3283.25,324.9,184.2,1612.25,593.15,1545.8,733.45,3003.7,,126.8,296.5,181.25,1047.65,2796.25,2926.0,449.35,1280.35,635.2,2416.8,503.1,3955.4,2897.85,527.7,481.0
2549.7,1428.95,2891.85,738.3,8201.85,298.5,603.0,366.95,319.95,,1640.3,1263.1,2548.65,463.05,698.9,2375.95,1682.3,212.4,277.2,1100.5,335.6,3275.15,326.45,182.95,1613.0,594.2,1540.35,726.65,3075.7,,126.4,298.1,176.55,1044.85,2797.35,2925.75,443.9,1298.7,634.4,2446.4,513.95,4034.05,2815.1,521.15,465.95
2551.7,1445.75,2886.25,727.25,8169.45,309.15,613.8,376.05,320.45,,1628.75,1241.35,2522.1,476.55,715.7,2354.75,1694.85,216.05,276.0,1104.0,338.05,3245.9,335.65,182.55,1628.45,580.0,1560.5,733.3,3177.2,,126.05,291.6,174.95,1041.9,2812.9,2934.9,441.25,1290.9,638.35,2405.05,519.45,3991.65,2805.15,517.15,472.45
2560.35,1449.7,2898.8,711.8,8082.25,314.8,602.1,378.4,318.05,,1629.95,1241.9,2537.7,522.85,710.65,2352.4,1663.45,209.0,277.05,1098.3,333.9,3227.3,334.2,183.75,1659.35,563.05,1604.95,729.3,3165.5,,127.55,287.45,181.5,1023.9,2778.25,2934.65,441.65,1253.3,629.85,2425.8,522.55,3912.6,2798.8,538.8,465.55
2566.5,1409.85,2958.05,727.2,8035.85,315.0,587.5,385.7,319.45,,1614.15,1268.55,2533.75,519.0,690.15,2296.05,1638.3,207.4,273.65,1100.6,328.05,3241.6,325.25,185.0,1739.3,551.65,1580.8,710.0,3169.7,,126.55,282.9,180.75,1005.3,2784.2,2890.35,450.4,1219.55,624.95,2434.25,525.45,3796.55,2818.85,537.65,460.0
2617.75,1438.3,3011.95,725.45,8134.3,315.4,601.2,389.25,324.25,,1636.05,1256.4,2556.0,515.1,718.0,2368.95,1735.15,209.65,281.6,1126.85,330.75,3306.2,332.35,190.1,1684.35,544.25,1573.55,729.0,3151.35,,126.8,289.0,179.45,1021.8,2819.0,2878.0,447.05,1248.85,636.4,2462.7,536.3,3885.65,2813.25,551.6,472.4
2620.85,1429.9,3023.7,706.0,8316.65,301.95,599.4,377.1,321.65,,1654.25,1241.3,2521.9,516.5,706.7,2363.1,1831.75,210.2,275.05,1101.7,330.9,2989.5,329.6,191.5,1675.2,538.7,1550.45,724.45,3205.4,,126.4,286.05,181.8,1020.95,2808.15,3008.2,439.75,1235.85,630.6,2455.8,533.85,3895.45,2811.7,565.25,449.8
2581.65,1389.8,3111.5,705.15,8265.95,303.4,589.15,374.0,316.6,,1646.8,1239.5,2471.0,516.05,692.1,2311.8,1863.85,203.65,281.15,1084.1,322.95,2906.1,322.15,190.2,1689.65,541.4,1510.3,722.15,3240.25,,127.4,287.4,181.8,1009.15,2751.55,3000.3,434.65,1205.85,612.1,2418.3,542.1,3900.5,2818.4,537.1,445.4
2569.15,1409.35,3087.05,693.0,8008.85,304.2,605.1,380.6,317.8,,1625.2,1255.4,2400.5,512.3,694.6,2347.5,1766.85,205.0,277.05,1090.05,327.45,2887.35,331.95,187.5,1674.9,529.55,1508.45,726.0,3337.25,,127.3,289.55,181.9,1011.65,2733.35,3052.75,441.65,1201.3,609.4,2436.85,551.7,3934.95,2784.5,518.9,449.55
2568.8,1448.0,3122.3,700.65,8070.95,302.45,617.65,381.45,322.05,,1676.6,1253.95,2416.65,521.2,715.0,2371.95,1742.6,214.35,284.1,1112.35,334.05,2907.3,333.85,190.6,1686.0,536.55,1494.75,763.25,3286.85,,127.55,295.2,181.95,1025.9,2795.15,3080.65,445.9,1251.75,624.5,2416.4,550.75,4057.5,2780.55,552.65,463.65
2591.3,1447.55,3162.65,710.15,8091.0,295.1,619.75,379.9,321.5,,1656.8,1247.45,2422.8,520.5,732.2,2410.65,1787.2,220.8,288.75,1118.5,334.15,2910.0,331.35,190.15,1709.9,535.75,1492.75,764.65,3288.95,,126.85,304.2,181.2,1040.6,2861.15,3114.65,446.3,1243.75,630.05,2369.6,543.75,4025.0,2824.0,543.05,463.15
2662.1,1377.3,3167.85,711.9,7972.15,288.3,618.45,380.4,319.75,,1655.85,1214.75,2464.1,515.0,731.05,2391.0,1773.6,219.2,288.65,1112.65,329.95,2941.3,332.75,190.25,1737.7,554.95,1470.75,767.85,3288.35,,127.45,303.4,181.45,1009.35,2918.8,3166.4,446.0,1242.55,626.7,2348.95,557.65,4116.0,2749.15,531.1,466.2
2655.9,1356.35,3129.65,689.0,8001.5,283.75,630.0,378.2,317.7,,1679.9,1179.1,2502.5,498.65,722.85,2359.85,1771.35,223.0,283.6,1121.45,326.35,2942.35,332.1,191.65,1728.1,554.95,1410.75,756.65,3307.8,,127.15,303.85,182.85,1001.15,2933.75,3172.95,447.1,1261.3,627.4,2381.6,554.9,4098.5,2733.05,539.9,464.7
2667.85,1343.85,3143.35,682.15,8150.9,278.7,631.45,379.75,319.35,,1666.35,1148.1,2471.95,496.45,722.1,2353.25,1742.4,220.05,283.5,1106.85,322.9,2953.15,338.75,193.65,1710.1,547.1,1388.65,770.4,3329.0,,128.25,311.4,183.2,986.1,2910.45,3108.25,442.55,1249.5,620.05,2371.25,552.65,4124.25,2735.3,560.5,451.1
2690.85,1333.7,3180.75,689.85,8082.4,277.75,634.65,369.3,308.9,,1679.35,1161.55,2446.65,500.35,717.35,2337.75,1695.45,219.05,279.3,1117.5,322.6,2929.15,338.35,191.85,1709.35,561.2,1373.3,770.25,3359.75,,127.35,317.75,183.0,972.4,2855.75,3100.1,450.35,1232.3,613.45,2397.6,552.9,4118.2,2667.7,550.15,446.6
2774.6,1286.6,3222.9,678.15,8134.35,287.7,629.55,364.8,309.5,,1663.9,1150.35,2452.45,499.4,706.8,2295.55,1710.0,216.05,285.2,1114.45,327.3,2906.25,339.85,192.35,1710.65,561.55,1368.1,756.4,3328.55,,129.15,307.8,184.5,983.75,2804.6,3093.5,465.75,1236.85,616.5,2362.35,569.5,4029.6,2705.2,534.6,450.3
2743.1,1276.45,3247.35,671.0,8384.75,289.45,633.4,362.85,314.9,,1692.75,1289.5,2470.6,503.1,699.4,2290.15,1689.25,213.35,281.05,1098.3,323.95,2922.55,343.3,191.15,1728.05,564.9,1368.95,741.65,3329.55,,127.3,303.4,187.15,964.75,2692.7,3098.65,465.3,1225.35,614.65,2327.05,588.25,3917.8,2726.8,516.4,447.6
2773.0,1230.4,3232.65,697.9,8706.6,296.0,629.35,362.65,310.3,,1683.1,1247.35,2453.2,505.35,684.35,2235.65,1656.7,206.35,272.65,1067.8,325.65,2911.05,342.15,186.85,1748.0,565.85,1377.25,708.1,3341.2,,129.9,293.95,187.0,943.9,2583.7,3086.05,448.25,1163.1,603.25,2279.2,603.15,3772.5,2670.05,520.75,436.65
2698.1,1235.6,3212.05,687.05,8845.75,291.95,654.5,363.4,309.2,,1600.85,1290.4,2358.25,504.9,662.5,2261.45,1598.7,205.45,275.1,1057.65,322.5,2869.75,347.85,186.8,1773.45,580.5,1359.05,703.95,3364.6,,128.85,309.65,194.3,947.65,2615.8,3181.7,443.4,1159.3,589.75,2278.8,598.45,3833.5,2684.35,506.55,437.0
2667.8,1209.85,3246.3,708.4,8772.85,299.55,643.35,370.65,303.65,,1580.05,1280.8,2303.15,504.75,655.05,2220.45,1697.45,201.95,267.55,1030.0,327.8,2848.5,344.55,182.5,1783.8,583.7,1348.4,692.5,3343.4,,129.95,309.95,196.35,949.95,2602.4,3205.1,438.0,1137.15,583.05,2261.1,604.8,3906.95,2626.8,524.05,432.5
2700.15,1258.2,3248.3,701.45,8832.9,288.8,666.05,368.95,305.55,,1606.4,1287.55,2333.35,499.6,664.8,2297.25,1765.55,201.7,275.9,1083.8,333.0,2893.0,352.85,183.6,1788.1,586.15,1365.85,714.4,3335.5,,131.1,305.25,194.75,955.05,2649.9,3219.15,441.05,1199.95,594.5,2277.65,602.95,3955.65,2618.2,514.1,442.45
2743.0,1237.75,3265.85,693.1,8818.85,291.95,655.0,367.9,303.0,,1597.05,1297.5,2331.35,503.1,664.55,2278.85,1742.8,202.6,284.75,1083.0,332.75,2908.55,344.2,184.45,1767.85,586.05,1331.2,710.25,3355.05,,126.85,304.2,187.6,959.3,2623.25,3208.35,440.2,1176.85,595.1,2279.3,612.65,3944.85,2641.1,519.2,436.15
2691.05,1228.7,3245.55,673.45,8903.3,283.45,651.55,377.2,304.75,,1593.35,1283.4,2359.5,504.1,661.1,2246.4,1713.9,203.2,297.25,1076.2,333.25,2880.05,343.55,185.6,1758.45,589.75,1357.15,699.6,3353.1,,126.2,304.3,193.25,950.75,2627.0,3291.4,430.7,1186.25,588.4,2280.1,611.05,3895.35,2638.7,532.3,436.3
2672.1,1228.25,3237.35,637.65,8978.35,295.3,658.9,372.65,304.5,,1598.9,1287.45,2360.8,506.85,666.1,2261.05,1776.15,204.85,300.2,1076.7,332.05,2906.05,348.85,186.35,1759.65,588.7,1351.75,698.1,3288.85,,126.55,300.3,197.05,955.45,2675.0,3300.65,430.2,1211.65,594.2,2254.5,619.45,3943.2,2617.65,525.05,439.15
2750.5,1205.65,3206.0,637.6,9061.85,277.7,660.6,371.2,303.85,,1598.55,1294.4,2306.25,505.95,647.2,2240.2,1750.2,195.15,301.4,1052.15,337.2,2881.25,348.95,183.8,1745.4,593.8,1344.45,689.25,3284.0,,131.55,301.95,199.0,945.5,2641.45,3257.75,430.85,1187.0,584.7,2295.75,629.05,3932.3,2695.05,521.5,433.3
2768.4,1244.7,3233.3,657.95,9057.85,280.75,660.4,375.1,308.2,,1651.65,1309.05,2346.05,493.65,644.7,2251.05,1798.0,197.95,306.65,1073.05,330.75,2878.35,343.6,189.0,1756.05,590.75,1358.95,690.85,3263.45,,134.6,304.65,197.4,948.0,2649.65,3372.15,427.3,1211.05,594.0,2304.65,606.7,3977.8,2713.4,546.2,442.55
2793.5,1224.4,3215.35,639.5,9104.25,291.75,652.35,374.95,304.3,,1618.5,1320.2,2322.65,490.85,634.0,2253.05,1862.85,194.9,304.35,1057.75,328.45,2850.4,340.9,186.1,1773.15,584.95,1366.85,672.65,3346.2,,135.5,296.95,198.5,945.0,2616.3,3394.25,440.45,1215.75,577.8,2319.75,603.1,4025.05,2750.45,559.45,439.95
2848.85,1219.4,3156.9,631.95,9152.8,296.15,645.2,377.35,306.0,,1628.85,1333.2,2316.75,491.35,631.6,2252.45,1802.75,193.45,308.95,1039.75,325.7,2844.15,335.8,187.85,1781.15,574.9,1368.9,670.5,3389.15,,137.15,277.4,202.0,920.65,2414.7,3509.35,441.6,1189.0,573.95,2331.2,608.25,4118.7,2751.55,541.45,437.5
2864.55,1217.95,3161.05,622.2,9079.25,302.85,618.45,382.25,305.25,,1588.75,1329.45,2302.45,499.25,646.05,2267.35,1841.65,196.55,309.05,1032.25,319.05,2842.5,320.95,188.95,1753.1,576.45,1341.55,670.4,3356.85,,139.5,274.0,202.85,901.85,2355.75,3501.15,432.5,1149.15,571.7,2391.3,595.25,4081.35,2744.7,557.95,446.15
2847.7,1214.65,3162.4,611.85,9055.1,294.55,617.75,382.05,306.8,,1599.2,1327.25,2239.45,508.75,643.85,2273.8,1793.45,189.5,309.6,1030.1,315.0,2846.45,317.45,189.05,1772.75,580.5,1332.65,676.15,3391.5,,141.3,277.7,200.2,915.5,2322.3,3478.7,427.25,1150.85,562.75,2402.7,590.35,4124.3,2840.1,559.05,442.8
2909.75,1220.9,3188.35,615.25,9039.3,301.15,625.7,385.05,315.5,,1600.9,1350.55,2258.25,508.85,658.85,2315.7,1808.75,192.1,310.2,1043.2,314.0,2849.85,319.05,186.55,1777.4,592.55,1365.0,690.85,3406.85,,141.15,273.95,198.25,923.2,2320.45,3411.25,439.25,1168.65,579.55,2398.1,611.5,4140.9,2819.3,538.15,447.35
2914.15,1188.0,3152.35,628.85,9175.0,295.85,629.3,394.1,310.1,,1566.0,1346.4,2211.0,514.8,646.55,2264.7,1788.85,188.6,304.0,1006.9,316.55,2837.05,317.05,190.2,1862.55,574.1,1374.6,686.85,3410.1,,143.65,267.4,197.9,909.4,2249.75,3385.0,424.85,1129.45,559.4,2416.3,605.65,4220.65,2802.7,535.6,440.05
2963.45,1202.4,3195.65,624.9,9121.3,293.6,619.9,395.4,313.95,,1558.35,1334.9,2226.9,514.4,649.4,2255.3,1818.4,186.75,302.25,1018.8,314.95,2844.5,313.65,186.95,1851.55,574.75,1364.85,687.15,3379.85,,140.35,265.65,195.55,915.75,2222.1,3360.9,430.8,1121.85,566.5,2420.05,584.35,4281.6,2769.05,547.2,439.9
3006.5,1181.65,3178.15,625.35,9228.45,291.65,603.75,391.75,311.95,,1544.05,1352.4,2245.2,513.7,644.25,2254.75,1806.05,183.9,300.0,1008.75,315.7,2788.65,303.15,189.1,1848.8,572.85,1354.0,681.25,3336.55,,140.2,262.4,199.8,906.0,2177.95,3331.25,438.15,1133.8,561.2,2421.95,572.45,4347.8,2769.55,548.9,435.6
2993.25,1208.4,3212.05,629.25,9240.1,290.1,616.2,391.05,320.35,,1550.15,1354.45,2253.95,512.35,643.15,2264.2,1884.0,186.55,308.6,1026.25,312.5,2776.55,307.75,187.0,1823.8,569.05,1347.85,684.85,3323.4,,140.7,274.45,200.95,933.85,2188.3,3395.15,440.7,1162.4,574.15,2362.95,574.2,4228.25,2842.75,547.4,434.9
3006.35,1220.6,3196.4,633.1,9110.25,300.05,628.15,409.75,318.85,,1559.5,1331.15,2249.95,509.5,656.3,2303.65,1850.35,197.55,301.95,1068.15,312.55,2787.5,320.4,188.95,1745.05,573.35,1339.85,704.9,3341.1,,137.15,282.95,199.35,945.45,2234.65,3378.95,444.95,1088.85,585.2,2281.4,595.2,4178.75,2821.55,558.6,442.05
3082.25,1245.25,3176.0,652.9,8948.3,305.5,627.25,420.5,329.5,,1579.45,1333.35,2244.65,511.8,668.55,2307.6,1836.55,193.05,302.8,1077.7,316.4,2780.6,319.6,187.6,1750.35,576.7,1341.15,663.05,3379.3,,139.3,277.55,196.3,938.85,2237.3,3406.0,464.4,1077.35,579.3,2268.8,602.6,4322.9,2766.25,552.9,441.8
3133.4,1282.5,3159.25,643.45,9089.75,314.45,633.0,421.15,326.05,,1615.85,1335.15,2302.75,510.95,684.05,2399.55,1854.75,197.35,304.55,1086.1,316.9,2785.65,328.3,193.35,1753.75,576.0,1322.1,672.1,3368.75,,138.55,281.05,198.35,951.85,2297.95,3380.95,477.45,1095.3,589.0,2197.95,621.45,4407.95,2797.9,533.3,446.4
3169.35,1278.25,3259.75,634.55,9030.25,321.1,632.55,431.9,327.25,,1610.45,1300.9,2329.5,507.7,689.1,2398.2,1863.35,197.3,310.45,1084.7,313.3,2811.55,328.3,193.85,1725.55,571.4,1300.7,675.85,3309.85,,136.55,281.6,198.35,946.8,2329.2,3405.35,469.95,1079.9,582.3,2226.6,612.45,4309.55,2717.9,516.8,448.3
3105.05,1273.75,3251.15,632.4,8965.5,316.05,628.65,445.05,325.2,,1606.85,1308.55,2279.8,502.85,680.0,2360.3,1871.15,194.0,320.75,1048.9,310.3,2803.05,331.55,195.3,1769.9,583.3,1310.95,661.5,3261.95,,138.8,281.1,198.65,951.05,2334.2,3468.5,478.5,1048.2,574.9,2269.15,610.55,4312.05,2767.75,518.7,442.95
