Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
18.8728,17.5554,22.4278,20.9638,37.548,138.6554,27.0366,132.7328,20.47,17.4,20.47,14.438,167.3013,14.0073,21.17,27.84,16.87,26.75,21.887,81.792,23.313,27.18,30.67,18.25
18.7819,17.4688,22.3198,20.8604,37.1777,137.2882,26.7679,131.4134,20.32,17.27,20.32,14.3454,166.2284,13.9155,20.97,27.58,16.71,26.5,21.659,80.943,23.073,26.87,30.31,18.04
18.7611,17.4488,22.295,20.8364,37.0845,136.9441,26.7,131.0805,20.24,17.2,20.24,14.2974,165.673,13.8683,20.87,27.45,16.63,26.37,21.651,80.912,23.065,26.83,30.27,18.01
18.8363,17.518,22.3844,20.9191,37.2391,137.5148,26.8106,131.6231,20.25,17.21,20.25,14.3502,166.2845,13.9186,20.85,27.42,16.61,26.34,21.62,80.796,23.032,26.67,30.09,17.91
18.782,17.4668,22.3199,20.858,37.1654,137.2427,26.7568,131.3591,20.21,17.18,20.21,14.3132,165.8559,13.8819,20.84,27.41,16.6,26.33,21.508,80.378,22.914,26.74,30.17,17.95
19.0013,17.6701,22.5806,21.1008,37.4244,138.199,26.9425,132.2708,20.5,17.43,20.5,14.4507,167.4485,14.0145,21.18,27.85,16.87,26.75,19.542,81.443,20.967,27.03,30.49,18.14
19.225,17.876,22.8463,21.3466,37.7101,139.2542,27.146,133.2699,20.81,17.69,20.81,14.5906,169.0707,14.1482,21.53,28.31,17.14,27.19,19.768,82.383,21.211,27.02,30.49,18.14
19.1566,17.8117,22.765,21.2698,37.6568,139.0574,27.1068,133.0779,20.61,17.52,20.61,14.5657,168.7817,14.1233,21.36,28.09,17.01,26.98,19.62,81.766,21.053,27.03,30.5,18.14
19.0562,17.7177,22.6457,21.1576,37.5403,138.6269,27.0221,132.6618,20.44,17.38,20.44,14.4904,167.9088,14.0493,21.14,27.81,16.84,26.71,19.59,81.594,21.014,26.93,30.38,18.08
18.9982,17.6631,22.5769,21.0924,37.5619,138.7067,27.0368,132.7341,20.33,17.28,20.33,14.4498,167.4388,14.0092,21.02,27.65,16.74,26.55,19.451,81.015,20.865,26.88,30.33,18.04
18.8309,17.5048,22.378,20.9033,37.2844,137.6823,26.8338,131.7374,20.28,17.24,20.28,14.335,166.109,13.895,20.87,27.45,16.62,26.36,19.355,80.614,20.764,26.84,30.28,18.01
18.6325,17.3197,22.1423,20.6823,37.0114,136.6739,26.6365,130.7685,20.02,17.02,20.02,14.2159,164.7285,13.7788,20.63,27.13,16.42,26.05,19.092,79.522,20.484,26.51,29.91,17.79
18.5422,17.2351,22.0349,20.5813,36.5793,135.0784,26.3247,129.238,19.73,16.78,19.73,14.1125,163.5297,13.6778,20.3,26.7,16.17,25.64,18.898,78.713,20.276,26.34,29.72,17.68
18.5879,17.2769,22.0893,20.6312,36.6812,135.4543,26.3972,129.5937,19.97,16.98,19.97,14.2399,165.0067,13.8006,20.48,26.94,16.31,25.87,19.102,79.561,20.495,26.43,29.82,17.73
18.6145,17.3009,22.1209,20.6599,33.0672,135.7723,23.7583,129.8938,19.85,16.87,19.85,14.256,165.193,13.8154,20.42,26.85,16.25,25.78,19.019,79.215,20.406,26.38,29.77,17.7
18.8098,17.4804,22.3529,20.8742,33.188,136.2678,23.8429,130.3557,20.15,17.13,20.15,14.553,168.6347,14.1011,20.72,27.25,16.49,26.16,19.154,79.778,20.553,25.08,30.43,16.21
18.8586,17.5251,22.4109,20.9276,33.3786,137.0503,23.9791,131.1004,20.25,17.22,20.25,14.5839,168.9928,14.1304,20.87,27.45,16.61,26.35,19.219,80.051,20.624,25.22,30.6,16.29
18.7739,17.4458,22.3103,20.8329,33.4486,137.3378,24.0287,131.3715,20.35,17.3,20.35,14.5665,168.791,14.1129,20.96,27.57,16.68,26.46,19.147,79.778,20.552,25.08,30.43,16.2
18.7557,17.4282,22.2886,20.8119,33.5097,137.5888,24.0719,131.6075,20.32,17.28,20.32,14.524,168.2989,14.0711,20.97,27.58,16.69,26.48,19.127,79.693,20.531,24.96,30.28,16.12
18.398,17.0953,21.8636,20.4143,33.1811,136.2396,23.8351,130.3129,20.12,17.11,20.12,14.3176,165.907,13.8705,20.78,27.33,16.54,26.23,18.845,78.52,20.229,24.61,29.86,15.9
18.1602,16.8726,21.581,20.1483,32.9451,135.2672,23.6633,129.3734,19.9,15.17,19.9,14.1781,164.2902,13.7333,20.47,26.92,16.29,25.84,18.676,77.816,20.05,24.39,29.6,15.76
18.1508,16.8632,21.5698,20.1371,32.8994,135.0795,23.6297,129.1901,19.87,15.15,19.87,14.2123,164.6865,13.7657,20.46,26.91,16.28,25.82,18.684,77.849,20.059,24.45,29.67,15.8
16.3652,15.0759,21.5869,20.1524,33.0009,135.4961,23.7019,129.5845,19.98,15.23,19.98,14.2597,165.236,13.811,20.59,27.08,16.39,25.99,18.737,78.069,20.116,24.54,29.78,15.86
16.2872,15.0036,21.484,20.0556,32.8284,134.788,23.5773,128.9033,19.86,15.14,19.86,14.2141,164.7076,13.7661,20.44,26.88,16.27,25.8,18.457,76.903,19.816,24.4,29.61,15.77
16.2642,14.9816,21.4534,20.0263,32.4373,133.1821,23.2957,127.3637,19.49,14.85,19.49,14.1105,163.5068,13.665,20.13,26.47,16.02,25.4,18.274,76.142,19.621,24.31,29.49,15.7
16.4365,15.1387,21.6807,20.2363,32.8161,134.7383,23.5656,128.8396,19.92,15.19,19.92,14.2738,165.3999,13.821,20.63,27.13,16.41,26.03,18.58,77.417,19.951,24.29,29.47,15.69
16.669,15.3523,21.9874,20.5218,33.2753,136.6234,23.8946,130.6383,20.14,15.35,20.14,13.3555,166.3481,12.8995,21.01,27.63,16.72,26.51,18.795,78.313,20.183,24.41,29.61,15.76
16.662,15.3453,21.9781,20.5125,33.1887,136.2679,23.8317,130.2943,20.02,15.26,20.02,13.2611,165.1714,12.8075,20.87,27.45,16.61,26.34,18.76,78.167,20.145,24.24,29.42,15.66
16.9165,15.5769,22.3138,20.822,33.671,138.2446,24.1743,132.1678,20.1,15.32,20.1,13.3645,166.46,12.9041,20.96,27.57,16.67,26.45,19.046,79.358,20.456,24.39,29.59,15.76
16.9732,15.6285,22.3885,20.891,33.929,139.3038,24.3588,133.1763,20.26,15.44,20.26,13.422,167.176,12.959,21.23,27.93,16.89,26.79,19.218,80.074,20.641,24.58,29.83,15.88
16.7951,15.464,22.1536,20.671,33.718,138.4378,24.2066,132.3443,19.97,15.22,19.97,13.2895,165.525,12.8304,21.05,27.68,16.74,26.55,19.008,79.201,20.416,24.3,29.49,15.7
17.0664,15.7131,22.5114,21.0041,34.2677,140.6942,24.6004,134.4972,20.48,15.61,20.48,13.5339,168.5698,13.0658,21.65,28.47,17.22,27.31,19.311,80.461,20.742,24.58,29.83,15.88
17.1904,15.8267,22.675,21.1559,34.3744,141.1323,24.6763,134.9119,20.59,15.7,20.59,13.544,168.6949,13.0749,21.77,28.63,17.31,27.46,19.313,80.471,20.745,24.54,29.78,15.86
17.2047,15.8382,22.6939,21.1713,34.5479,141.8444,24.7985,135.5799,20.75,15.82,20.75,13.5938,169.3156,13.1211,21.88,28.78,17.4,27.6,19.332,80.551,20.768,24.63,29.89,15.91
17.202,15.8351,22.6903,21.1671,34.5797,141.9749,24.8205,135.7003,20.84,15.88,20.84,13.593,169.3053,13.1196,21.97,28.9,17.47,27.71,19.35,80.625,20.787,24.62,29.87,15.91
17.1775,15.812,22.658,21.1362,34.6163,142.1255,24.8446,135.84,20.76,15.82,20.76,13.6282,169.7442,13.1529,21.88,28.77,17.4,27.6,19.282,80.343,20.715,24.57,29.81,15.87
17.2125,15.8436,22.7042,21.1785,34.7384,142.6266,24.9315,136.3147,20.82,15.87,20.82,13.7042,170.6914,13.2257,21.86,28.74,17.38,27.56,19.302,80.423,20.736,24.56,29.8,15.86
17.2434,15.8715,22.745,21.2158,34.6508,142.2673,24.8679,135.967,20.83,15.88,20.83,13.6974,170.6059,13.2183,21.81,28.69,17.34,27.51,19.273,80.302,20.706,24.57,29.82,15.87
17.3265,15.9462,22.8546,21.3157,34.9183,143.3654,25.0575,137.0039,20.93,15.95,20.93,13.736,171.0864,13.2535,21.96,28.88,17.46,27.69,19.248,80.198,20.681,24.65,29.91,15.92
17.3389,15.957,22.8709,21.3301,34.8369,143.0315,24.9984,136.6804,20.97,15.98,20.97,13.7835,171.6781,13.2987,22.07,29.03,17.55,27.83,19.252,80.215,20.686,24.75,30.03,15.99
17.2705,15.8935,22.7807,21.2452,34.7062,142.4949,24.9038,136.1634,20.77,15.83,20.77,13.7529,171.2979,13.2686,21.94,28.85,17.44,27.66,19.233,80.136,20.666,24.85,30.15,16.05
17.3008,15.9208,22.8206,21.2817,34.866,143.1517,25.0179,136.7868,20.79,15.85,20.79,13.7866,171.7178,13.3004,21.99,28.92,17.48,27.72,19.268,80.285,20.705,24.89,30.2,16.07
17.3652,15.9794,22.9055,21.3601,34.9884,143.6552,25.1051,137.2636,20.62,15.72,20.62,13.8046,171.9416,13.3171,21.75,28.6,17.29,27.42,19.238,80.157,20.673,24.92,30.23,16.09
17.4429,16.0492,23.0081,21.4533,35.1269,144.2266,25.2026,137.797,20.74,15.81,20.74,13.8589,172.6183,13.3674,21.92,28.83,17.42,27.63,19.282,80.339,20.722,25.12,30.47,16.22
17.5673,16.1631,23.1722,21.6056,35.1762,144.4291,25.2372,137.9862,20.76,15.83,20.76,13.8838,172.9276,13.3906,22.09,29.05,17.55,27.84,19.235,80.146,20.673,25.12,30.47,16.22
17.5349,16.1327,23.1294,21.5649,35.094,144.0916,25.1775,137.6596,20.6,15.7,20.6,13.8841,172.9319,13.3903,21.91,28.81,17.41,27.62,19.102,79.592,20.53,25.09,30.44,16.2
17.6284,16.2181,23.2527,21.6791,35.3487,145.1374,25.3594,138.6544,20.72,15.8,20.72,13.9618,173.8996,13.4645,22.18,29.18,17.63,27.97,19.1,79.581,20.528,25.07,30.42,16.19
17.5997,16.1911,23.215,21.6431,35.2767,144.8419,25.307,138.3679,21.04,16.03,21.04,13.9839,174.175,13.4851,22.41,29.47,17.81,28.24,19.229,80.122,20.669,25.25,30.63,16.3
17.7294,16.3086,23.3859,21.8001,35.3724,145.2347,25.3733,138.7304,21.16,16.13,21.16,14.0565,175.0787,13.553,22.63,29.77,17.99,28.53,19.373,80.719,20.824,25.38,30.8,16.39
17.6285,16.2158,23.2529,21.6761,35.3154,145.0003,25.3309,138.4982,21.08,16.07,21.08,13.9986,174.3578,13.4958,22.4,29.47,17.8,28.24,19.284,80.351,20.731,25.2,30.57,16.27
17.4766,16.0755,23.0525,21.4884,34.9301,143.4185,25.0537,136.9828,21.11,16.09,21.11,13.9075,173.2225,13.4072,22.33,29.37,17.74,28.14,19.181,79.921,20.62,25.31,30.71,16.34
17.4231,16.0257,22.9819,21.4219,34.947,143.4883,25.0651,137.0451,21.1,16.08,21.1,13.8401,172.384,13.3416,22.27,29.28,17.69,28.06,19.162,79.841,20.601,25.01,30.35,16.15
17.492,16.0873,23.0728,21.5043,35.0301,143.8291,25.1222,137.3576,21.24,16.19,21.24,13.958,173.8514,13.4532,22.42,29.49,17.81,28.26,19.218,80.074,20.662,25.36,30.77,16.37
17.6079,16.1934,23.2258,21.646,35.1536,144.3361,25.21,137.8373,21.4,16.31,21.4,13.9541,173.804,13.4488,22.46,29.54,17.84,28.3,19.259,80.246,20.707,25.3,30.69,16.33
17.5587,16.1475,23.1608,21.5847,35.1131,144.1699,25.1801,137.6742,21.38,16.3,21.38,13.9775,174.0951,13.4707,22.46,29.54,17.85,28.3,19.26,80.25,20.709,25.21,30.59,16.28
17.5261,16.1169,23.1178,21.5438,35.0277,143.8192,25.1181,137.3348,21.31,16.24,21.31,13.9728,174.0367,13.4655,22.33,29.37,17.74,28.14,19.146,79.776,20.587,25.08,30.43,16.19
17.6694,16.2481,23.3069,21.7192,34.9407,143.4619,25.0549,136.9892,21.53,16.41,21.53,14.0535,175.0413,13.5425,22.47,29.56,17.85,28.31,19.183,79.928,20.627,24.97,30.3,16.12
17.6616,16.2391,23.2966,21.7072,34.7452,142.6592,24.9123,136.2094,21.52,16.4,21.52,14.057,175.0856,13.5439,22.38,29.44,17.78,28.2,19.188,79.951,20.635,25.02,30.35,16.15
17.6391,16.2179,23.2669,21.6788,34.7561,142.7039,24.9193,136.2477,21.51,16.4,21.51,14.0624,175.1524,13.5484,22.35,29.4,17.75,28.16,19.006,79.193,20.44,24.89,30.2,16.06
17.5916,16.1736,23.2043,21.6197,34.7243,142.5683,24.8948,136.1138,21.25,16.2,21.25,14.001,174.387,13.4886,22.18,29.16,17.61,27.93,18.872,78.634,20.296,24.83,30.13,16.03
17.5327,16.1188,23.1265,21.5464,34.7974,142.8684,24.9464,136.3959,21.21,16.17,21.21,13.9345,173.5587,13.4238,22.4,29.46,17.79,28.22,18.837,78.487,20.259,24.71,29.99,15.95
17.4563,16.048,23.0257,21.4517,34.8583,143.1182,24.9891,136.6301,21,16.01,21,13.8418,172.4051,13.3339,22.22,29.22,17.64,27.98,18.537,77.235,19.936,24.42,29.63,15.76
17.2062,15.8164,22.6959,21.1421,34.4606,141.4855,24.7017,135.0582,20.88,15.91,20.88,13.7315,171.0305,13.2257,21.98,28.91,17.46,27.69,18.332,76.384,19.718,24.25,29.43,15.65
17.2687,15.8733,22.7784,21.2181,34.5236,141.7437,24.7459,135.3002,20.93,15.96,20.93,13.7642,171.4378,13.2565,22.06,29.02,17.52,27.79,18.432,76.801,19.826,24.33,29.52,15.7
17.1437,15.7577,22.6134,21.0636,34.3727,141.1234,24.6369,134.7039,20.85,15.9,20.85,13.3846,169.8239,12.8811,21.97,28.9,17.45,27.67,18.446,76.859,19.842,24.2,29.37,15.62
17.1482,15.7613,22.6194,21.0685,34.5908,142.0189,24.7938,135.5543,21.03,16.03,21.03,13.4773,170.9997,12.9696,21.98,28.91,17.46,27.69,18.506,77.11,19.907,24.41,29.61,15.75
17.4211,16.0115,22.9793,21.4029,34.9445,143.4708,25.0465,136.9357,21.24,16.19,21.24,13.6064,172.6382,13.0932,22.28,29.3,17.69,28.06,18.644,77.684,20.056,24.67,29.94,15.92
17.5878,16.1629,23.1993,21.6053,35.0065,143.7254,25.0885,137.1654,21.56,16.44,21.56,13.6785,173.5526,13.1606,22.53,29.63,17.89,28.37,18.89,78.706,20.322,25.03,30.37,16.15
17.5365,16.1151,23.1315,21.5414,34.7322,142.5995,24.8911,136.0864,21.25,16.2,21.25,13.6272,172.9011,13.1105,22.22,29.23,17.64,27.98,18.721,78.005,20.141,25.09,30.44,16.19
17.6001,16.1729,23.2154,21.6187,34.8645,143.1426,24.9851,136.6003,21.29,16.23,21.29,13.6208,172.8203,13.1037,22.26,29.27,17.67,28.03,18.618,77.574,20.03,25.09,30.44,16.19
17.7889,16.3458,23.4645,21.8499,34.9817,143.6239,25.0683,137.0551,21.76,16.58,21.76,13.779,174.8276,13.2552,22.47,29.55,17.84,28.29,18.715,77.978,20.135,25.24,30.62,16.28
17.5885,16.1611,23.2002,21.6029,34.7168,142.5361,24.8776,136.0126,21.56,16.43,21.56,13.7289,174.1918,13.2063,22.29,29.31,17.69,28.06,18.599,77.495,20.011,25.03,30.37,16.15
17.3662,15.955,22.9069,21.3274,34.1968,140.4015,24.5033,133.9624,21.25,16.19,21.25,13.6256,172.8812,13.1049,22.01,28.95,17.47,27.71,18.382,76.593,19.78,24.91,30.22,16.07
17.314,15.9065,22.8381,21.2626,33.9213,139.2703,24.3051,132.8787,21.17,16.14,21.17,13.5742,172.2287,13.0548,21.9,28.8,17.38,27.57,18.263,76.097,19.653,24.72,29.99,15.95
17.4045,15.989,22.9574,21.3728,34.2651,140.6817,24.5506,134.2208,21.31,16.24,21.31,13.6834,173.6145,13.1592,22.21,29.21,17.63,27.96,18.462,76.925,19.867,25.06,30.41,16.16
17.5895,16.1584,23.2015,21.5993,34.5527,141.8625,24.7558,135.3428,21.47,16.37,21.47,13.7844,174.8965,13.2557,22.35,29.4,17.74,28.14,18.667,77.778,20.088,25.16,30.53,16.23
17.6055,16.1724,23.2225,21.6181,34.5788,141.9679,24.7734,135.4391,21.43,16.34,21.43,13.7845,174.8974,13.2551,22.31,29.34,17.7,28.07,18.717,77.988,20.143,25.38,30.8,16.37
17.711,16.2676,23.3618,21.7452,34.5959,142.0383,24.7832,135.4926,21.43,16.34,21.43,13.8414,175.6194,13.3078,22.38,29.43,17.76,28.17,18.718,77.992,20.145,25.48,30.92,16.44
17.8417,16.3869,23.5341,21.9048,34.7426,142.6408,24.8875,136.0628,21.53,16.41,21.53,13.9302,176.7462,13.3925,22.52,29.61,17.87,28.34,18.871,78.628,20.31,25.54,30.99,16.47
17.7829,16.3324,23.4566,21.8319,34.5675,141.9219,24.7612,135.3725,21.58,16.45,21.58,13.8995,176.3561,13.3623,22.52,29.62,17.87,28.35,18.904,78.767,20.347,25.65,31.12,16.54
17.6964,16.2523,23.3425,21.7249,34.5986,142.0498,24.7826,135.4898,21.49,16.38,21.49,13.8667,175.9411,13.3301,22.54,29.64,17.88,28.36,18.794,78.307,20.229,25.6,31.06,16.51
17.6102,16.1726,23.2288,21.6182,34.5744,141.9504,24.7645,135.3905,21.33,16.26,21.33,13.8605,175.8621,13.3235,22.42,29.49,17.79,28.21,18.762,78.174,20.195,25.6,31.06,16.51
17.5963,16.1579,23.2104,21.5987,34.4887,141.5988,24.7006,135.0415,21.32,16.25,21.32,13.8308,175.4845,13.2929,22.44,29.51,17.8,28.23,18.69,77.875,20.12,25.64,31.11,16.53
17.4768,16.0477,23.0529,21.4513,34.1569,140.2364,24.4622,133.7377,21.2,16.16,21.2,13.711,173.9644,13.1771,22.3,29.33,17.69,28.05,18.497,77.069,19.912,25.38,30.8,16.37
17.5179,16.0847,23.107,21.5008,34.1866,140.3585,24.4826,133.8496,21.42,16.32,21.42,13.7595,174.5803,13.2231,22.44,29.52,17.8,28.24,18.519,77.161,19.936,25.41,30.83,16.38
17.4712,16.0413,23.0454,21.4427,33.9961,139.576,24.3454,133.099,21.35,16.27,21.35,13.7555,174.5296,13.2186,22.35,29.39,17.73,28.12,18.422,76.757,19.833,25.21,30.59,16.25
17.5338,16.0981,23.128,21.5187,34.1462,140.1916,24.4519,133.6815,21.58,16.45,21.58,13.846,175.6773,13.3049,22.49,29.58,17.84,28.29,18.545,77.27,19.966,25.56,31.01,16.48
17.4707,16.0384,23.0448,21.4389,33.9871,139.5384,24.3355,133.0452,21.41,16.32,21.41,13.7938,175.0156,13.2529,22.5,29.59,17.84,28.3,18.373,76.554,19.783,25.43,30.85,16.39
17.5358,16.0975,23.1306,21.5179,33.8356,138.9161,24.2262,132.4477,21.41,16.32,21.41,13.8176,175.3177,13.2751,22.41,29.47,17.77,28.19,18.294,76.226,19.698,25.44,30.87,16.4
17.4072,15.9789,22.961,21.3593,33.4379,137.2833,23.9407,130.8865,21.16,16.13,21.16,13.7353,174.2732,13.1954,22.13,29.11,17.55,27.84,18.066,75.275,19.453,25.11,30.47,16.19
17.2345,15.8198,22.7333,21.1466,33.1126,135.9478,23.707,129.6089,20.97,15.98,20.97,13.6294,172.9291,13.093,21.7,28.54,17.21,27.29,17.921,74.669,19.297,25.05,30.4,16.15
17.4065,15.977,22.9601,21.3568,33.4278,137.2418,23.9319,130.8382,21.11,16.09,21.11,13.7755,174.7834,13.2327,21.86,28.74,17.33,27.49,18.192,75.801,19.59,25.37,30.78,16.35
17.3102,15.8867,22.833,21.2361,33.3037,136.732,23.8406,130.3396,21.01,16.01,21.01,13.7239,174.1288,13.1812,21.78,28.64,17.27,27.39,18.032,75.133,19.42,25.18,30.55,16.23
17.3426,15.9158,22.8758,21.275,33.5733,137.8386,24.0329,131.3905,21.03,16.03,21.03,13.7633,174.6282,13.2183,21.88,28.78,17.35,27.52,18.121,75.505,19.516,25.42,30.84,16.38
17.5168,16.0751,23.1056,21.4879,33.8551,138.9947,24.2338,132.489,21.12,16.09,21.12,13.8332,175.5154,13.2848,21.93,28.84,17.39,27.58,18.065,75.271,19.457,25.4,30.82,16.37
17.5602,16.1143,23.1628,21.5403,33.8989,139.1743,24.2644,132.6564,21.17,16.13,21.17,13.8027,175.1284,13.2549,21.95,28.87,17.4,27.6,17.955,74.813,19.339,25.26,30.65,16.28
17.6234,16.1716,23.2461,21.6169,33.9633,139.4388,24.3097,132.9043,21.17,16.13,21.17,13.8362,175.5536,13.2864,22.04,28.99,17.48,27.72,18.02,75.083,19.409,25.2,30.58,16.24
17.7386,16.2754,23.3981,21.7557,34.1422,140.173,24.4354,133.5914,21.44,16.35,21.44,13.9186,176.5993,13.3635,22.27,29.28,17.65,28,18.218,75.906,19.624,25.43,30.86,16.39
17.8765,16.4013,23.58,21.924,34.244,140.591,24.5075,133.9855,21.63,16.49,21.63,14.0133,177.7998,13.4537,22.59,29.7,17.9,28.4,18.373,76.554,19.792,25.61,31.08,16.51
17.8485,16.375,23.5432,21.8889,34.2248,140.5122,24.493,133.9062,21.56,16.43,21.56,14.0131,177.7981,13.4529,22.46,29.54,17.8,28.24,18.216,75.9,19.624,25.51,30.95,16.44
17.9131,16.4336,23.6283,21.9672,34.3738,141.1238,24.5988,134.4847,21.69,16.53,21.69,14.1005,178.9066,13.5361,22.63,29.76,17.94,28.45,18.18,75.75,19.586,25.57,31.02,16.47
17.9681,16.4835,23.7009,22.0338,34.165,140.2668,24.4486,133.6636,21.58,16.45,21.58,14.1145,179.0844,13.5489,22.56,29.67,17.88,28.36,18.078,75.326,19.477,25.47,30.9,16.41
17.8053,16.3322,23.4862,21.8317,33.7499,138.5626,24.1493,132.027,21.31,16.24,21.31,14.0185,177.8667,13.4548,22.19,29.18,17.58,27.89,17.845,74.352,19.227,25.27,30.67,16.28
17.8946,16.4135,23.604,21.9403,34.0492,139.7915,24.3626,133.1934,21.65,16.5,21.65,14.0684,178.4995,13.502,22.48,29.57,17.82,28.26,17.996,74.984,19.391,25.53,30.97,16.45
17.907,16.4242,23.6203,21.9546,33.8943,139.1555,24.251,132.5832,21.52,16.4,21.52,14.0244,177.9408,13.459,22.52,29.61,17.85,28.3,17.842,74.341,19.225,25.44,30.86,16.39
17.8517,16.3729,23.5473,21.8859,33.5931,137.9191,24.0348,131.401,21.46,16.36,21.46,14.0127,177.7923,13.4471,22.59,29.71,17.9,28.4,17.689,73.703,19.061,25.45,30.88,16.4
17.9269,16.4412,23.6465,21.9773,33.8226,138.8611,24.1982,132.2944,21.56,16.43,21.56,14.1179,179.1275,13.5475,23.05,30.32,18.27,28.98,17.809,74.204,19.191,25.58,31.04,16.48
18.0922,16.5909,23.8645,22.1774,34.1058,140.0239,24.3985,133.3894,21.64,16.5,21.64,14.2465,180.7587,13.6689,23.37,30.73,18.52,29.37,17.92,74.667,19.313,25.8,31.31,16.62
18.1929,16.6826,23.9974,22.3,34.1458,140.1877,24.4262,133.5409,21.67,16.52,21.67,14.3292,181.8083,13.7476,23.52,30.94,18.64,29.56,18.264,76.101,19.684,25.93,31.46,16.7
18.1944,16.6834,23.9994,22.301,34.131,140.1272,24.4148,133.4788,21.66,16.51,21.66,14.3259,181.7664,13.7437,23.57,31,18.68,29.62,18.227,75.944,19.644,25.77,31.27,16.6
18.2067,16.694,24.0156,22.3152,34.2569,140.644,24.504,133.9665,21.97,16.74,21.97,14.3464,182.0272,13.7628,23.71,31.18,18.79,29.8,18.324,76.352,19.75,25.9,31.42,16.68
18.2929,16.7724,24.1293,22.42,34.7594,142.7073,24.8627,135.9273,22.15,16.88,22.15,14.4658,183.5422,13.8766,23.88,31.4,18.92,30,18.538,77.242,19.981,26.22,31.82,16.89
18.1665,16.6545,23.9625,22.2625,34.8918,143.2505,24.9549,136.4308,22.31,17,22.31,14.4621,183.4946,13.8709,23.98,31.54,19,30.13,18.593,77.472,20.043,26.42,32.05,17.01
18.2434,16.7244,24.064,22.3559,34.8742,143.1786,24.9414,136.3575,22.2,16.92,22.2,14.504,184.0259,13.9104,23.96,31.51,18.98,30.11,18.638,77.657,20.091,26.43,32.07,17.02
18.2257,16.7075,24.0406,22.3333,34.9007,143.2876,24.9597,136.4573,22.08,16.83,22.08,14.5006,183.9827,13.9064,23.97,31.52,18.98,30.11,18.593,77.469,20.043,26.51,32.17,17.07
18.112,16.6027,23.8907,22.1932,34.915,143.3462,24.9692,136.5092,21.93,16.72,21.93,14.3826,182.4855,13.7926,23.82,31.33,18.87,29.93,18.664,77.768,20.121,26.49,32.14,17.06
18.1953,16.6783,24.0005,22.2943,35.2949,144.9059,25.2402,137.9906,22.24,16.95,22.24,14.5084,184.0818,13.9125,24.03,31.6,19.03,30.18,18.777,78.239,20.244,26.73,32.43,17.21
18.1454,16.6308,23.9347,22.2307,35.4132,145.3912,25.3225,138.4407,22.43,17.1,22.43,14.5474,184.5763,13.9478,24.29,31.95,19.24,30.52,18.787,78.278,20.256,26.68,32.37,17.18
18.1151,16.6024,23.8948,22.1928,35.4176,145.4093,25.3249,138.454,22.4,17.07,22.4,14.5486,184.5916,13.9482,24.23,31.86,19.19,30.43,18.772,78.217,20.241,26.59,32.26,17.12
18.1431,16.6274,23.9317,22.2263,35.4913,145.7119,25.3769,138.7381,22.55,17.19,22.55,14.6091,185.3595,14.0056,24.42,32.12,19.34,30.67,18.824,78.431,20.297,26.65,32.34,17.16
18.0761,16.5654,23.8433,22.1433,35.4659,145.6077,25.358,138.6349,22.75,17.34,22.75,14.6317,185.6458,14.0265,24.71,32.49,19.57,31.03,18.919,78.831,20.401,26.72,32.42,17.21
18.1091,16.5951,23.8868,22.183,35.5109,145.7924,25.3895,138.8069,22.59,17.22,22.59,14.6041,185.2957,13.9993,24.44,32.14,19.36,30.7,18.726,78.023,20.192,26.54,32.2,17.09
17.9821,16.4768,23.7193,22.0249,35.2767,144.8309,25.2198,137.8793,22.27,16.97,22.27,14.5566,184.6934,13.9517,24.06,31.65,19.06,30.22,18.593,77.469,20.051,26.63,32.31,17.14
18.076,16.5623,23.8432,22.1392,35.371,145.2177,25.2865,138.2436,22.54,17.18,22.54,14.6221,185.5241,14.0138,24.36,32.04,19.29,30.6,18.651,77.711,20.114,26.89,32.63,17.31
17.9653,16.4596,23.6971,22.0019,35.2354,144.661,25.1881,137.7058,22.39,17.07,22.39,14.5728,184.8993,13.9652,24.27,31.92,19.22,30.48,18.612,77.55,20.073,27.11,32.89,17.45
