Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
18.0487,16.5354,23.8071,22.1032,35.2885,144.8793,25.2254,137.9097,22.66,17.27,22.66,14.4397,186.3822,13.8265,24.57,32.32,19.46,30.86,18.804,78.348,20.28,27.22,33.03,17.52
18.1471,16.6237,23.937,22.2213,35.513,145.8009,25.3837,138.775,22.75,17.34,22.75,14.5082,187.2659,13.89,24.73,32.52,19.58,31.05,18.946,78.942,20.436,27.19,32.99,17.5
18.2075,16.6785,24.0167,22.2945,35.6921,146.536,25.5109,139.4706,22.77,17.35,22.77,14.5244,187.4754,13.9049,24.72,32.51,19.57,31.04,19.003,79.178,20.497,27.24,33.05,17.53
18.2181,16.6869,24.0306,22.3057,35.586,146.1004,25.4337,139.0483,22.59,17.22,22.59,14.5567,187.8923,13.9345,24.56,32.3,19.44,30.84,18.915,78.812,20.404,27.34,33.18,17.6
18.1724,16.6444,23.9703,22.249,35.4496,145.5402,25.3354,138.5113,22.43,17.1,22.43,14.5124,187.3208,13.8914,24.34,32.01,19.27,30.56,18.889,78.704,20.376,27.24,33.05,17.53
18.3766,16.8296,24.2397,22.4965,35.7429,146.7447,25.543,139.6462,22.79,17.37,22.79,14.6942,189.6669,14.0633,24.68,32.45,19.53,30.98,19.03,79.29,20.529,27.53,33.4,17.72
18.393,16.844,24.2613,22.5158,35.9071,147.4187,25.6596,140.2837,22.74,17.34,22.74,14.7437,190.3059,14.11,24.58,32.33,19.46,30.86,18.975,79.063,20.471,27.42,33.27,17.64
18.3649,16.8176,24.2242,22.4805,35.9268,147.4998,25.673,140.357,22.75,17.34,22.75,14.6993,189.7329,14.0668,24.6,32.35,19.47,30.88,18.968,79.031,20.464,27.38,33.22,17.62
18.2564,16.7177,24.0811,22.3469,35.9787,147.7128,25.7094,140.5559,22.67,17.28,22.67,14.6644,189.2825,14.0327,24.46,32.17,19.36,30.71,19.095,79.564,20.602,27.72,33.63,17.83
18.2481,16.7095,24.0702,22.3359,36.1206,148.2952,25.8101,141.1062,22.57,17.2,22.57,14.6632,189.2674,14.0309,24.33,31.99,19.25,30.54,19.174,79.89,20.687,27.86,33.8,17.93
18.1712,16.6372,23.9687,22.2393,35.8376,147.1336,25.6058,139.9893,22.31,17.01,22.31,14.5379,187.6492,13.9088,23.98,31.53,18.97,30.09,19.083,79.511,20.59,27.67,33.58,17.8
17.9695,16.4519,23.7027,21.9916,35.5083,145.7819,25.3698,138.6994,21.98,16.75,21.98,14.46,186.6448,13.8337,23.48,30.87,18.58,29.46,18.842,78.509,20.332,27.51,33.38,17.7
17.9102,16.397,23.6244,21.9182,35.3761,145.2391,25.2747,138.1792,21.91,16.7,21.91,14.3935,185.786,13.7694,23.39,30.77,18.51,29.36,18.761,78.169,20.244,27.55,33.43,17.73
18.0225,16.4992,23.7726,22.0549,35.61,146.1993,25.4411,139.0889,21.91,16.7,21.91,14.4735,186.8185,13.8452,23.38,30.75,18.5,29.34,18.823,78.431,20.312,27.77,33.7,17.87
18.1187,16.5867,23.8995,22.1718,35.7612,146.82,25.5484,139.6756,21.95,16.73,21.95,14.5298,187.5458,13.8984,23.53,30.95,18.62,29.53,18.955,78.977,20.454,27.95,33.91,17.98
18.0387,16.5117,23.794,22.0715,35.1507,144.3138,25.1102,137.28,21.73,16.56,21.73,14.3569,185.3129,13.7309,23.13,30.42,18.3,29.03,18.725,78.021,20.208,27.56,33.44,17.73
17.7691,16.2643,23.4384,21.7408,34.9088,143.3202,24.9367,136.3315,21.46,16.35,21.46,14.211,183.4301,13.5907,22.79,29.97,18.03,28.59,18.474,76.974,19.937,27.34,33.18,17.59
17.8769,16.3623,23.5805,21.8719,35.1426,144.2799,25.103,137.241,21.4,16.31,21.4,14.2802,184.323,13.6562,22.67,29.81,17.93,28.44,18.57,77.373,20.041,27.62,33.51,17.76
18.0952,16.5609,23.8685,22.1373,35.4531,145.5543,25.3234,138.4457,21.72,16.56,21.72,14.3991,185.8586,13.7687,23.11,30.39,18.28,28.99,18.842,78.509,20.336,27.93,33.9,17.97
17.868,16.3512,23.5688,21.857,35.127,144.2154,25.0884,137.1611,21.45,16.35,21.45,14.2509,183.9463,13.625,22.8,29.99,18.04,28.61,18.743,78.096,20.231,27.72,33.63,17.82
17.6666,16.1663,23.3032,21.6098,34.7924,142.8417,24.8488,135.8509,21.15,16.12,21.15,14.082,181.7651,13.4628,22.45,29.52,17.76,28.16,18.494,77.058,19.962,27.51,33.37,17.69
17.4991,16.0124,23.0822,21.4041,34.639,142.212,24.7385,135.248,21.01,16.01,21.01,14.008,180.8109,13.3915,22.1,29.07,17.48,27.73,18.479,76.997,19.947,27.57,33.45,17.73
17.3833,15.9053,22.9295,21.2609,34.2874,140.7687,24.4857,133.8682,20.18,15.38,20.18,13.9234,179.7185,13.3093,21.27,27.97,16.82,26.68,18.322,76.343,19.778,27.58,33.46,17.73
16.9178,15.4776,22.3154,20.6892,33.5134,137.591,23.931,130.8355,19.66,14.98,19.66,13.7302,177.225,13.1228,20.53,26.99,16.23,25.75,17.996,74.984,19.428,27.13,32.92,17.44
17.1349,15.6757,22.6019,20.954,33.465,137.3922,23.8958,130.6429,19.92,15.19,19.92,13.857,178.8617,13.2433,20.75,27.28,16.41,26.02,18.031,75.13,19.466,27.21,33.02,17.5
17.1503,15.6891,22.6221,20.972,33.3759,137.0264,23.8316,130.2919,20,15.24,20,13.8131,178.2949,13.2008,20.7,27.22,16.37,25.96,18.039,75.163,19.475,27.02,32.79,17.37
16.9221,15.4798,22.3211,20.6922,32.9252,135.1765,23.5091,128.529,19.66,14.99,19.66,13.7012,176.8508,13.0933,20.3,26.7,16.05,25.46,17.972,74.885,19.404,26.96,32.72,17.33
16.7731,15.3429,22.1246,20.5092,32.6771,134.1577,23.3313,127.5569,19.68,15,19.68,13.6393,176.0511,13.0335,20.18,26.54,15.96,25.31,17.817,74.235,19.236,26.82,32.54,17.24
16.8039,15.3694,22.1652,20.5446,32.4964,133.4155,23.2004,126.8411,19.84,15.12,19.84,13.7075,176.9321,13.0968,20.15,26.5,15.93,25.27,17.976,74.898,19.409,27.04,32.81,17.38
16.5132,15.1024,21.7818,20.1877,32.237,132.3505,23.0139,125.8218,19.6,14.94,19.6,13.5164,174.4643,12.9129,19.99,26.28,15.8,25.06,17.884,74.518,19.312,26.66,32.35,17.14
16.1164,14.7389,21.2583,19.7018,31.7516,130.3562,22.6669,123.9241,19.49,14.85,19.49,13.2734,171.3285,12.6802,19.84,26.09,15.68,24.88,17.615,73.395,19.021,26.05,31.6,16.74
15.8263,14.4731,20.8758,19.3466,31.1899,128.0503,22.2648,121.7285,19.09,14.55,19.09,13.0795,168.8249,12.4943,19.44,25.56,15.37,24.37,17.178,71.573,18.55,25.29,30.68,16.25
15.7598,14.4107,20.788,19.2631,31.0416,127.4413,22.1572,121.1401,19.16,14.6,19.16,13.0051,167.8652,12.4215,19.39,25.5,15.33,24.31,16.995,70.813,18.354,25.4,30.82,16.33
15.6326,14.2939,20.6202,19.1069,30.8896,126.8171,22.048,120.5434,19.11,14.57,19.11,12.9435,167.0696,12.3621,19.5,25.65,15.42,24.45,16.833,70.138,18.18,25.27,30.66,16.24
16.0408,14.6666,21.1587,19.6051,31.9389,131.124,22.7963,124.6341,19.83,15.11,19.83,13.1385,169.587,12.5478,20.25,26.64,16.01,25.39,17.204,71.681,18.58,25.32,30.72,16.27
15.7002,14.3546,20.7094,19.1881,31.2885,128.4538,22.3315,122.093,19.34,14.74,19.34,12.8052,165.2859,12.2289,19.66,25.86,15.54,24.65,16.909,70.453,18.262,24.96,30.29,16.04
16.0901,14.7105,21.2237,19.6639,31.8702,130.8415,22.7461,124.3592,19.75,15.05,19.75,13.0636,168.6206,12.4751,20.13,26.47,15.91,25.23,17.238,71.824,18.618,25.4,30.82,16.32
16.0832,14.7027,21.2146,19.6534,31.8565,130.7853,22.7344,124.2955,19.69,15.01,19.69,13.107,169.1809,12.5147,20.11,26.45,15.9,25.21,17.326,72.191,18.715,25.53,30.97,16.4
16.1897,14.7994,21.355,19.7827,32.0857,131.7262,22.8974,125.1864,19.88,15.15,19.88,13.1888,170.2371,12.5922,20.25,26.63,16,25.38,17.449,72.701,18.847,25.65,31.13,16.48
15.9523,14.582,21.042,19.492,31.6805,130.0627,22.6076,123.6021,19.52,14.88,19.52,13.0718,168.7261,12.4799,19.69,25.89,15.56,24.68,17.174,71.556,18.551,25.51,30.95,16.39
15.8406,14.4788,20.8946,19.3542,31.2024,128.1002,22.2652,121.7303,19.38,14.77,19.38,12.9131,166.6777,12.3271,19.37,25.47,15.31,24.28,17.133,71.384,18.507,25.48,30.91,16.37
15.7361,14.3817,20.7568,19.2244,31.0226,127.3621,22.135,121.0186,19.34,14.74,19.34,12.8702,166.1244,12.2844,19.34,25.43,15.28,24.24,17.083,71.18,18.456,25.39,30.81,16.31
15.6518,14.3042,20.6455,19.1207,30.7572,126.2727,21.9451,119.9803,19.28,14.69,19.28,12.7745,164.8888,12.1925,19.23,25.28,15.19,24.1,16.932,70.549,18.293,25.02,30.36,16.07
15.7113,14.3581,20.724,19.1927,31.1226,127.7728,22.2053,121.4025,19.41,14.79,19.41,12.8401,165.735,12.2544,19.58,25.75,15.47,24.53,16.973,70.72,18.338,25.19,30.56,16.18
15.537,14.1983,20.4941,18.9792,30.9277,126.9726,22.0656,120.6393,19.25,14.67,19.25,12.7449,164.5063,12.163,19.35,25.44,15.29,24.25,16.81,70.039,18.161,25.12,30.48,16.13
15.5045,14.1682,20.4513,18.9389,30.9929,127.2401,22.1116,120.8904,18.97,14.46,18.97,12.6194,162.8875,12.0427,19.14,25.17,15.12,23.98,16.731,69.71,18.076,24.91,30.22,16
15.6104,14.2635,20.591,19.0663,31.5354,129.4674,22.4969,122.9972,19.44,14.82,19.44,12.8285,165.5856,12.2404,19.62,25.8,15.5,24.58,17.185,71.603,18.569,25.44,30.87,16.34
15.5561,14.2133,20.5193,18.9993,31.6303,129.8571,22.564,123.3642,19.36,14.76,19.36,12.775,164.8948,12.1888,19.5,25.65,15.41,24.44,17.177,71.569,18.561,25.33,30.74,16.27
15.8383,14.4707,20.8915,19.3433,31.931,131.0916,22.778,124.5338,19.65,14.98,19.65,13.0316,168.2077,12.433,19.88,26.14,15.7,24.91,17.44,72.666,18.846,25.74,31.23,16.53
15.9981,14.6163,21.1024,19.5379,32.1253,131.8908,22.916,125.2886,19.8,15.09,19.8,13.0113,167.9449,12.413,20.21,26.57,15.96,25.32,17.589,73.288,19.007,25.62,31.08,16.45
16.2264,14.8243,21.4034,19.816,32.4355,133.1643,23.1367,126.4951,20.03,15.27,20.03,13.193,170.2908,12.5858,20.44,26.88,16.15,25.61,17.755,73.979,19.187,25.84,31.35,16.59
16.209,14.8069,21.3805,19.7927,32.462,133.2732,23.1539,126.5889,20.03,15.26,20.03,13.1388,169.5906,12.5322,20.41,26.84,16.12,25.57,17.633,73.471,19.057,25.77,31.27,16.55
16.1537,14.7559,21.3075,19.7245,32.1916,132.1632,22.9604,125.5313,19.92,15.19,19.92,13.1424,169.637,12.535,20.36,26.77,16.08,25.51,17.543,73.095,18.96,25.75,31.25,16.54
16.2911,14.8799,21.4888,19.8903,32.5685,133.6633,23.2201,126.9495,20.04,15.28,20.04,13.2071,170.4725,12.596,20.49,26.95,16.19,25.67,17.697,73.734,19.127,25.91,31.44,16.64
16.144,14.744,21.2947,19.7087,32.2564,132.3824,22.9958,125.723,19.87,15.14,19.87,13.1381,169.5817,12.5294,20.27,26.66,16.01,25.39,17.524,73.014,18.942,25.57,31.02,16.42
16.3066,14.892,21.5092,19.9065,32.3029,132.5732,23.0284,125.9011,20.05,15.28,20.05,13.23,170.7677,12.6168,20.41,26.84,16.12,25.56,17.682,73.675,19.114,25.62,31.08,16.45
16.3177,14.9017,21.5239,19.9194,32.3633,132.8209,23.0708,126.1331,20.15,15.36,20.15,13.2174,170.6062,12.6047,20.54,27.01,16.22,25.73,17.709,73.784,19.143,25.42,30.85,16.32
16.4931,15.0614,21.7553,20.1329,32.4868,133.328,23.1582,126.6112,20.35,15.51,20.35,13.2895,171.5369,12.6733,20.75,27.29,16.39,26,17.717,73.821,19.153,25.32,30.72,16.26
16.5501,15.1129,21.8304,20.2017,32.7149,134.2638,23.3202,127.4966,20.4,15.55,20.4,13.0818,172.082,12.4633,20.82,27.38,16.44,26.08,17.698,73.741,19.133,25.47,30.9,16.35
16.657,15.209,21.9715,20.3302,32.7428,134.3782,23.3382,127.5953,20.4,15.55,20.4,13.1506,172.9874,12.5283,20.82,27.39,16.44,26.08,17.777,74.068,19.219,25.58,31.04,16.42
16.5385,15.1003,21.8151,20.1849,32.5563,133.6137,23.2049,126.8661,20.27,15.45,20.27,13.0432,171.5746,12.4257,20.73,27.26,16.37,25.97,17.568,73.197,18.993,25.35,30.76,16.27
16.5056,15.0697,21.7717,20.144,32.6075,133.8237,23.2407,127.0622,20.39,15.54,20.39,12.9405,170.2233,12.3276,20.88,27.45,16.49,26.15,17.549,73.119,18.973,25.28,30.67,16.22
16.4648,15.0319,21.7179,20.0935,32.4698,133.2585,23.142,126.5223,20.17,15.38,20.17,12.8755,169.369,12.2655,20.62,27.12,16.28,25.83,17.376,72.398,18.787,25.01,30.34,16.05
16.5182,15.0787,21.7883,20.156,32.53,133.5059,23.1825,126.744,20.43,15.57,20.43,13.0131,171.1793,12.3956,20.77,27.31,16.4,26.01,17.438,72.658,18.856,25.03,30.37,16.06
16.5954,15.1486,21.8901,20.2495,32.6448,133.977,23.2637,127.188,20.5,15.62,20.5,13.0801,172.0602,12.4592,20.95,27.55,16.54,26.23,17.497,72.901,18.919,25.02,30.36,16.06
16.6745,15.2204,21.9945,20.3454,32.532,133.5141,23.1828,126.7453,20.53,15.65,20.53,13.1894,173.4977,12.563,21,27.61,16.58,26.29,17.401,72.503,18.816,24.79,30.07,15.91
16.868,15.3965,22.2498,20.5808,32.7858,134.5557,23.363,127.7304,20.91,15.94,20.91,13.3098,175.0816,12.6775,21.33,28.05,16.84,26.71,17.498,72.908,18.922,24.88,30.19,15.97
17.0377,15.5509,22.4736,20.7872,33.0067,135.4621,23.5197,128.5872,20.85,15.9,20.85,13.3434,175.5235,12.7092,21.28,27.99,16.8,26.65,17.433,72.637,18.852,24.94,30.26,16
17.0631,15.5724,22.5071,20.816,33.0508,135.6433,23.5491,128.748,20.83,15.88,20.83,13.3525,175.6427,12.7171,21.32,28.03,16.83,26.69,17.537,73.069,18.966,24.84,30.14,15.94
17.0421,15.5528,22.4794,20.7897,33.1548,136.0701,23.6225,129.1492,20.73,15.8,20.73,13.3281,175.3216,12.6936,21.28,27.98,16.8,26.64,17.559,73.163,18.991,24.79,30.08,15.91
16.9176,15.4386,22.3152,20.6371,32.8876,134.9734,23.4314,128.1046,20.56,15.67,20.56,13.2102,173.7708,12.5811,21.03,27.66,16.6,26.34,17.292,72.048,18.702,24.34,29.53,15.62
16.6832,15.2242,22.006,20.3505,32.4375,133.1265,23.1102,126.3481,20.3,15.47,20.3,13.0072,171.1008,12.3875,20.72,27.25,16.35,25.94,17.11,71.291,18.506,24.14,29.28,15.49
16.8188,15.3474,22.1849,20.5152,32.7738,134.5071,23.3491,127.6541,20.54,15.66,20.54,13.0808,172.0685,12.4574,20.85,27.42,16.46,26.1,17.119,71.328,18.516,24.04,29.17,15.42
16.5286,15.081,21.802,20.1592,32.1988,132.1472,22.9374,125.4036,20.17,15.37,20.17,12.8918,169.5831,12.2767,20.48,26.94,16.17,25.64,16.904,70.433,18.285,23.79,28.86,15.26
16.6914,15.2291,22.0169,20.3571,32.4444,133.1552,23.1118,126.3567,20.26,15.45,20.26,12.9546,170.409,12.3362,20.56,27.04,16.23,25.74,17.005,70.854,18.394,24.06,29.2,15.44
16.9486,15.4633,22.3561,20.6701,33.0826,135.7745,23.5657,128.8387,20.66,15.74,20.66,13.192,173.5321,12.5621,20.98,27.59,16.56,26.27,17.333,72.221,18.75,24.52,29.75,15.73
17.0298,15.5368,22.4631,20.7684,33.33,136.79,23.7413,129.7984,20.8,15.85,20.8,13.2791,174.6774,12.6448,21.25,27.94,16.77,26.6,17.53,73.041,18.963,24.62,29.87,15.79
17.0427,15.5481,22.4802,20.7834,33.3804,136.9966,23.7764,129.9908,20.83,15.88,20.83,13.3009,174.9639,12.6653,21.36,28.1,16.86,26.74,17.631,73.463,19.073,24.84,30.14,15.93
17.0723,15.5735,22.5193,20.8174,33.4267,137.1866,23.8074,130.16,20.97,15.98,20.97,13.389,176.1232,12.7484,21.6,28.4,17.04,27.03,17.756,73.982,19.209,24.99,30.32,16.03
17.078,15.5781,22.5267,20.8236,33.6747,138.2033,23.9831,131.1207,21.1,16.08,21.1,13.388,176.1103,12.7473,21.7,28.53,17.12,27.16,17.824,74.265,19.283,25.18,30.55,16.15
17.0854,15.5844,22.5365,20.832,33.9625,139.3843,24.1873,132.2375,21.29,16.23,21.29,13.4377,176.7636,12.7943,21.96,28.89,17.33,27.49,17.99,74.956,19.463,25.38,30.8,16.28
17.0524,15.5538,22.493,20.7911,34.0221,139.6289,24.2291,132.4657,21.25,16.2,21.25,13.426,176.6091,12.7829,21.91,28.82,17.29,27.43,18.023,75.092,19.499,25.32,30.72,16.24
16.8263,15.347,22.1947,20.5147,33.6866,138.252,23.9895,131.1557,20.95,15.97,20.95,13.1927,173.5403,12.5605,21.61,28.42,17.05,27.04,17.814,74.224,19.274,25.03,30.37,16.05
16.7313,15.2589,22.0694,20.3969,33.4154,137.1388,23.7943,130.0885,20.81,15.86,20.81,13.0985,172.302,12.4702,21.48,28.25,16.95,26.88,17.696,73.733,19.148,24.94,30.26,15.99
16.7969,15.3178,22.1559,20.4756,33.5407,137.6534,23.8822,130.569,21,16.01,21,13.1546,173.0394,12.5231,21.69,28.52,17.11,27.14,17.733,73.885,19.188,24.96,30.29,16.01
16.8435,15.3597,22.2174,20.5317,33.6508,138.1048,23.9598,130.9936,20.94,15.96,20.94,13.2068,173.7261,12.5726,21.62,28.44,17.06,27.06,17.752,73.966,19.209,25.07,30.41,16.07
16.907,15.4172,22.3012,20.6084,33.8393,138.8784,24.0934,131.7238,21.14,16.12,21.14,13.3069,175.0434,12.6678,21.82,28.69,17.21,27.3,17.896,74.565,19.365,25.3,30.7,16.22
16.9972,15.4979,22.4202,20.7164,33.9716,139.4215,24.1855,132.2276,21.17,16.13,21.17,13.3102,175.086,12.6702,21.87,28.77,17.26,27.37,17.944,74.767,19.419,25.32,30.72,16.23
17.0784,15.5715,22.5273,20.8147,34.0868,139.8942,24.2669,132.6721,21.34,16.27,21.34,13.3753,175.9427,12.7319,22.01,28.94,17.36,27.54,18.014,75.059,19.495,25.39,30.81,16.28
16.8937,15.4025,22.2836,20.5889,33.7944,138.6942,24.058,131.5304,21.18,16.14,21.18,13.269,174.5442,12.6305,21.79,28.65,17.19,27.26,17.798,74.155,19.261,25.11,30.47,16.1
16.719,15.2428,22.0532,20.3753,33.5997,137.895,23.9187,130.7688,21.02,16.02,21.02,13.1576,173.0793,12.5243,21.57,28.37,17.02,26.99,17.589,73.288,19.036,24.85,30.15,15.93
16.7655,15.2847,22.1146,20.4314,33.6222,137.9874,23.934,130.8525,21.2,16.16,21.2,13.1971,173.5983,12.5616,21.65,28.47,17.08,27.08,17.721,73.836,19.179,25.04,30.38,16.05
16.7896,15.3052,22.1463,20.4587,33.5684,137.7666,23.8937,130.6318,21.27,16.21,21.27,13.2823,174.7203,12.642,21.63,28.44,17.06,27.06,17.77,74.041,19.234,25.12,30.48,16.1
16.7727,15.2893,22.1241,20.4376,33.452,137.2889,23.8101,130.1752,21.48,16.37,21.48,13.3409,175.49,12.6975,21.75,28.6,17.15,27.2,17.857,74.401,19.328,25.28,30.67,16.2
16.8253,15.3367,22.1934,20.5009,33.5213,137.5733,23.8588,130.4411,21.61,16.47,21.61,13.4422,176.8231,12.7937,21.74,28.59,17.15,27.19,17.817,74.237,19.285,25.29,30.69,16.21
16.8831,15.3889,22.2697,20.5707,33.5686,137.7674,23.8918,130.6214,21.48,16.37,21.48,13.4186,176.513,12.771,21.73,28.58,17.14,27.19,17.793,74.137,19.26,25.26,30.65,16.19
16.8494,15.3577,22.2252,20.529,33.4932,137.458,23.8374,130.3244,21.42,16.33,21.42,13.4173,176.4951,12.7694,21.63,28.44,17.06,27.06,17.869,74.454,19.343,25.23,30.61,16.17
16.6983,15.2185,22.0259,20.3429,33.3824,137.0033,23.7565,129.8821,21.24,16.19,21.24,13.3422,175.5073,12.6972,21.38,28.12,16.86,26.74,17.783,74.096,19.251,25.08,30.43,16.07
16.7925,15.3039,22.1502,20.457,33.5721,137.782,23.8909,130.6166,21.34,16.26,21.34,13.4562,177.0069,12.8054,21.6,28.41,17.03,27.02,17.926,74.688,19.405,25.33,30.73,16.23
16.7883,15.2995,22.1446,20.4512,33.5396,137.6484,23.8671,130.4862,21.4,16.31,21.4,13.4638,177.1072,12.8124,21.63,28.45,17.06,27.06,17.976,74.899,19.46,25.41,30.83,16.28
16.8627,15.3668,22.2427,20.5411,33.5425,137.6605,23.8685,130.4939,21.44,16.34,21.44,13.4825,177.3525,12.8299,21.62,28.44,17.05,27.05,17.931,74.71,19.412,25.26,30.65,16.19
16.753,15.2663,22.098,20.4068,33.4103,137.1177,23.7737,129.9757,21.34,16.26,21.34,13.4568,177.0153,12.8052,21.47,28.23,16.93,26.85,17.809,74.201,19.28,24.85,30.16,15.92
16.7362,15.2496,22.0759,20.3844,33.4896,137.4432,23.8281,130.2733,21.38,16.29,21.38,13.4681,177.1638,12.8151,21.42,28.17,16.89,26.79,17.773,74.054,19.243,24.83,30.12,15.9
16.728,15.2416,22.0651,20.3738,33.4444,137.2576,23.7953,130.0936,21.34,16.26,21.34,13.4367,176.751,12.785,21.26,27.96,16.76,26.59,17.638,73.49,19.096,24.9,30.22,15.95
16.6153,15.1384,21.9164,20.2359,33.2282,136.3704,23.6408,129.2491,21.18,16.14,21.18,13.3033,174.9961,12.6579,21.1,27.75,16.64,26.39,17.499,72.913,18.947,24.71,29.99,15.83
16.6156,15.1383,21.9169,20.2356,33.2425,136.4291,23.6503,129.301,21.17,16.14,21.17,13.3146,175.1444,12.6684,21.1,27.75,16.64,26.39,17.456,72.733,18.901,24.75,30.03,15.85
16.4955,15.0283,21.7585,20.0887,33.0936,135.818,23.5437,128.7182,21.03,16.03,21.03,13.2154,173.84,12.5738,20.94,27.53,16.51,26.18,17.386,72.442,18.825,24.67,29.93,15.8
16.3264,14.8728,21.5353,19.8808,32.5481,133.5791,23.1536,126.5856,20.6,15.7,20.6,13.0611,171.81,12.4262,20.46,26.91,16.13,25.59,17.093,71.218,18.508,24.48,29.71,15.68
16.3088,14.8563,21.5122,19.8588,32.5191,133.4603,23.1324,126.4693,20.59,15.69,20.59,13.0639,171.8462,12.4286,20.49,26.95,16.15,25.62,17.058,71.073,18.471,24.54,29.77,15.72
16.4231,14.9599,21.6629,19.9973,32.5038,133.3972,23.1208,126.406,20.9,15.93,20.9,13.1084,172.4322,12.4707,20.76,27.3,16.37,25.96,17.216,71.731,18.642,24.5,29.72,15.69
16.5324,15.059,21.8071,20.1297,32.8677,134.8908,23.379,127.8178,21.2,16.16,21.2,13.2727,174.593,12.6267,20.87,27.45,16.46,26.1,17.477,72.819,18.926,24.83,30.12,15.9
16.6257,15.1435,21.9301,20.2426,32.8882,134.9746,23.3929,127.8936,21.04,16.03,21.04,13.3094,175.0756,12.6614,19.23,27.38,15.16,26.03,17.298,72.076,18.733,24.74,30.02,15.84
16.6285,15.1446,21.9339,20.2441,32.9353,135.1682,23.4245,128.0664,21.06,16.05,21.06,13.3274,175.3123,12.6777,19.17,27.29,15.11,25.95,17.163,71.512,18.587,24.48,29.7,15.67
16.6029,15.1208,21.9001,20.2123,32.9195,135.1032,23.4126,128.0016,21.12,16.1,21.12,13.3354,175.4184,12.6851,19.24,27.4,15.17,26.05,17.067,71.112,18.484,24.36,29.56,15.6
16.7326,15.2384,22.0712,20.3695,33.1938,136.229,23.6071,129.065,21.24,16.19,21.24,13.4497,176.9215,12.7936,19.49,27.76,15.37,26.39,17.284,72.016,18.719,24.7,29.97,15.81
16.8088,15.3073,22.1716,20.4616,33.316,136.7307,23.6935,129.5371,21.24,16.19,21.24,13.4494,176.9182,12.7931,19.68,28.03,15.52,26.64,17.315,72.145,18.753,24.84,30.14,15.91
16.6387,15.1519,21.9473,20.2539,33.2165,136.3221,23.622,129.1467,21.14,16.11,21.14,13.3361,175.4274,12.685,19.53,27.81,15.4,26.44,16.991,70.793,18.402,24.52,29.75,15.7
16.4944,15.019,21.757,20.0763,33.0139,135.4907,23.4762,128.3491,21.03,16.03,21.03,13.2671,174.5201,12.6186,19.34,27.53,15.24,26.17,16.845,70.185,18.245,24.37,29.57,15.6
16.4875,15.0123,21.7479,20.0672,32.907,135.0519,23.3995,127.9301,20.85,15.89,20.85,13.1873,173.4693,12.5424,19.23,27.38,15.16,26.03,16.798,69.988,18.194,24.39,29.59,15.61
16.3793,14.9133,21.6051,19.9349,32.9245,135.1238,23.4114,127.9948,20.73,15.8,20.73,13.1428,172.8845,12.4999,19.14,27.25,15.09,25.9,16.603,69.179,17.985,24.15,29.3,15.46
16.3458,14.8823,21.561,19.8935,32.8142,134.6714,23.3324,127.563,20.69,15.77,20.69,13.0729,171.9651,12.4332,19.17,27.3,15.11,25.95,16.529,68.869,17.904,24.01,29.13,15.37
16.278,14.8201,21.4716,19.8103,32.5951,133.7719,23.176,126.7077,20.52,15.64,20.52,13.041,171.5453,12.4026,18.97,27.01,14.96,25.68,16.557,68.984,17.934,24.05,29.19,15.4
16.1853,14.7343,21.3492,19.6956,32.3516,132.7727,23.0011,125.7516,20.42,15.56,20.42,12.9524,170.3794,12.3176,18.81,26.78,14.82,25.45,16.479,68.662,17.852,23.91,29.01,15.3
16.1483,14.7002,21.3004,19.65,32.5698,133.6684,23.1556,126.5966,20.47,15.6,20.47,12.668,169.9273,12.0347,18.83,26.81,14.84,25.48,16.511,68.794,17.886,23.86,28.95,15.27
16.2948,14.8332,21.4937,19.8278,32.8478,134.8088,23.3526,127.6736,20.67,15.76,20.67,12.7959,171.6435,12.156,19,27.05,14.97,25.7,16.77,69.874,18.167,24.25,29.42,15.52
